연번,시도,시군구,업태,주메뉴,업소명,주소,최초 지정일자
197,강원특별자치도,원주시,일식,"돈가스,소바",안432,"강원특별자치도 원주시 버들만이길 12, 1층 102,103호 (반곡동)",2021-06-10
198,강원특별자치도,원주시,중국식,중국식,안동반점,"강원특별자치도 원주시 중앙로 52, 지상1층 (중앙동)",2009-06-03
199,강원특별자치도,원주시,한식,한식,안동본가국밥원주혁신점,"강원특별자치도 원주시 황금로 11 (반곡동, 201호)",2019-11-01
200,강원특별자치도,원주시,한식,"등심,갈비",양반네,강원특별자치도 원주시 장미공원길 47-12 (단계동),2006-10-27
201,강원특별자치도,원주시,한식,"막국수, 어탕칼국수",연화동막국수,"강원특별자치도 원주시 문막읍 문막공단길 298, 1층",2022-11-24
202,강원특별자치도,원주시,한식,삼겹살,연희숯불구이,"강원특별자치도 원주시 섬밭들2길 5 (무실동, 1층)",2009-06-03
203,강원특별자치도,원주시,한식,염소탕,염소마을,강원특별자치도 원주시 금불1길 46 (단계동),2023-06-16
204,강원특별자치도,원주시,기타,염소고기,염소자리,"강원특별자치도 원주시 서원대로 121-9, 1층 (단계동)",2019-11-01
205,강원특별자치도,원주시,한식,한우구이,옛고려정,강원특별자치도 원주시 치악로 1593 (단구동),2007-12-05
206,강원특별자치도,원주시,한식,한식,옛골,강원특별자치도 원주시 지정면 가곡평장길 5,2010-12-07
207,강원특별자치도,원주시,한식,"오리전골,토종닭",옛골가든,강원특별자치도 원주시 문막읍 귀문로 1375,1999-08-03
208,강원특별자치도,원주시,한식,"삼겹살,갈비",옛터숯불갈비,강원특별자치도 원주시 북원로2507번길 31 (우산동),2000-06-15
209,강원특별자치도,원주시,한식,손두부찌개,오가네손두부막국수코끼리핫도그,"강원특별자치도 원주시 지정면 소금산길 36, 1층",2019-11-01
210,강원특별자치도,원주시,한식,산채정식,오대산산채정식,강원특별자치도 원주시 남산로 105 (일산동),1999-08-03
211,강원특별자치도,원주시,한식,막국수,오색막국수,강원특별자치도 원주시 흥양로 92 (태장동),1999-08-03
212,강원특별자치도,원주시,한식,닭갈비,오학닭갈비,"강원특별자치도 원주시 무실로 31-1, 지상1층 (일산동)",2022-11-24
213,강원특별자치도,원주시,횟집,송어회,오향골송어,"강원특별자치도 원주시 못골길 127 (행구동,1동)",2013-10-31
214,강원특별자치도,원주시,기타,막국수,올레막국수,강원특별자치도 원주시 소초면 평장동길 86-5,2021-06-10
215,강원특별자치도,원주시,횟집,참치회,와사비횟집,"강원특별자치도 원주시 단구로 354-27, 1층 (단구동)",2008-06-23
216,강원특별자치도,원주시,식육(숯불구이),한우구이,우담,"강원특별자치도 원주시 능라동길 47, 401호 (무실동)",2015-05-22
217,강원특별자치도,원주시,한식,한우,우리소,강원특별자치도 원주시 지정면 소금산길 14 (외1필지),2009-06-03
218,강원특별자치도,원주시,한식,"숯불구이, 한우구이",우성정육점숯불구이,강원특별자치도 원주시 남원로 528-17 (단구동),2008-11-18
219,강원특별자치도,원주시,한식,토속음식,운채,강원특별자치도 원주시 고문골길 47 (행구동),2000-06-15
220,강원특별자치도,원주시,한식,소고기,운채소고기세번째이야기,"강원특별자치도 원주시 고문골길 48 (행구동,(1층))",2019-11-01
221,강원특별자치도,원주시,한식,"오리쌈밥, 버섯전골, 제육쌈밥",울렁다리카페식당,"강원특별자치도 원주시 지정면 장지길 125-15, 1층",2022-11-24
222,강원특별자치도,원주시,한식,추어탕,원조남원추어탕,"강원특별자치도 원주시 치악로 1626-11 (단구동, 185-26,185-27)",2007-07-10
223,강원특별자치도,원주시,한식,추어탕,원주복추어탕,"강원특별자치도 원주시 치악로 1748 (개운동, 406-13,14)",2005-07-25
224,강원특별자치도,원주시,한식,"해장국, 내장탕",원주양평해장국,"강원특별자치도 원주시 서원대로 154-2, 1층 (단계동)",2023-10-19
225,강원특별자치도,원주시,식육(숯불구이),"추어탕,한우",원주엄니추어탕 우리한우,"강원특별자치도 원주시 남산로 101, 지상1층 (일산동)",2021-06-10
226,강원특별자치도,원주시,한식,"족발,보쌈",원주족발맛집,"강원특별자치도 원주시 남원로442번길 26, 1층 좌측상가호 (단구동)",2020-06-02
227,강원특별자치도,원주시,한식,한식,월송정,강원특별자치도 원주시 지정면 신평석화로 236,2007-07-10
228,강원특별자치도,원주시,한식,돼지고기,육즙가득한고깃집원주직영점,"강원특별자치도 원주시 천사로 16-4, 1층 (단계동)",2022-11-24
229,강원특별자치도,원주시,한식,냉면,윤가냉면,강원특별자치도 원주시 판부면 매봉길 16-13,2010-06-24
230,강원특별자치도,원주시,기타,돼지갈비,윤가네숯불구이,강원특별자치도 원주시 태장둔치길 23 (태장동),2022-11-24
231,강원특별자치도,원주시,한식,"샤브샤브,칼국수",이레버섯샤브칼국수,"강원특별자치도 원주시 중앙로 61, 지상1층 (중앙동)",2012-07-24
232,강원특별자치도,원주시,한식,만두전골,이씨손만두전골,"강원특별자치도 원주시 양지뜰4길 6-1, 1층 (반곡동)",2022-11-24
233,강원특별자치도,원주시,통닭(치킨),찜닭,일미리금계찜닭,강원특별자치도 원주시 장미공원길 90 (단계동),2014-11-03
234,강원특별자치도,원주시,식육(숯불구이),삼겹살,일미삼겹살원주혁신도시점,"강원특별자치도 원주시 양지뜰1길 28, 1층 (반곡동)",2021-06-10
235,강원특별자치도,원주시,한식,장어,일미풍천장어,"강원특별자치도 원주시 단관길 57, 1층 (단구동)",2019-11-01
236,강원특별자치도,원주시,한식,"감자탕,뼈찜",일호감자탕(봉화산점),강원특별자치도 원주시 백간공원길 25 (단계동),2021-06-10
237,강원특별자치도,원주시,뷔페식,쌀보리밥부페,임꺽정쌀보리밥부페,"강원특별자치도 원주시 일산로 29 (일산동, 외2필지)",2006-12-01
238,강원특별자치도,원주시,한식,돈까스,자감촌부엌,"강원특별자치도 원주시 흥업면 사제로 87-1, 1층",2017-06-01
239,강원특별자치도,원주시,중국식,중화요리,자스민,"강원특별자치도 원주시 섬밭들2길 20-1, 1층 (무실동)",2010-12-07
240,강원특별자치도,원주시,한식,보리밥,장가네보리밥,강원특별자치도 원주시 행구로 333 (행구동),2008-11-18
241,강원특별자치도,원주시,한식,고기 구이류,장군본가,강원특별자치도 원주시 행구로 53 (개운동),2012-11-27
242,강원특별자치도,원주시,기타,족발,장인족발무실점,강원특별자치도 원주시 만대로 177 (무실동),2019-06-18
243,강원특별자치도,원주시,중국식,짜장면,쟈스민(관설점),"강원특별자치도 원주시 나비허리길 151, 지상1층 (관설동)",2017-06-01
244,강원특별자치도,원주시,한식,콩나물국밥,정담콩나물국밥단계점,"강원특별자치도 원주시 봉화로 12, 지상1층 (단계동)",2016-06-02
245,강원특별자치도,원주시,한식,"갈비,등심",제주본가,강원특별자치도 원주시 소초면 흥양로 240,2006-10-27
246,강원특별자치도,원주시,중국식,탕수육,중화문,"강원특별자치도 원주시 로아노크로 8 (단계동, (지하))",2014-05-14
247,강원특별자치도,원주시,한식,"막국수,편육",지박사막국수(무실점),강원특별자치도 원주시 지니기길 11 (무실동),2010-12-07
248,강원특별자치도,원주시,한식,더덕백반,진골가든,강원특별자치도 원주시 소초면 구룡사로 110,2012-11-27
249,강원특별자치도,원주시,통닭(치킨),치킨,진미양념통닭,강원특별자치도 원주시 우산로 66 (우산동),2022-06-24
250,강원특별자치도,원주시,한식,오리구이,진송오리,"강원특별자치도 원주시 소초면 황골로 194-6, 가동 지상1층",2015-05-22
251,강원특별자치도,원주시,한식,돼지고기,참숯골,강원특별자치도 원주시 장미공원길 67 (단계동),2009-06-03
252,강원특별자치도,원주시,한식,민물장어,참숯불장어마을,강원특별자치도 원주시 단관길 141 (관설동),2019-06-18
253,강원특별자치도,원주시,한식,"막국수, 족발",천매막국수어사또왕족발보쌈,강원특별자치도 원주시 판부면 매봉길 49,2009-06-03
254,강원특별자치도,원주시,한식,냉면,천진함흥냉면,강원특별자치도 원주시 원문로 126 (단계동),2000-06-15
255,강원특별자치도,원주시,식육(숯불구이),돼지고기,청담생고기,"강원특별자치도 원주시 능라동길 9, 1층 (무실동)",2020-06-02
256,강원특별자치도,원주시,한식,설렁탕,청담설렁탕,"강원특별자치도 원주시 단관길 131, 1층 (관설동)",2022-11-24
257,강원특별자치도,원주시,한식,순대국밥,청정고을순대(태장점),강원특별자치도 원주시 북원로2704번길 55 (태장동),2007-12-05
258,강원특별자치도,원주시,한식,"순대,곱창",청정고을순대큰집,"강원특별자치도 원주시 토지길 26 (단구동, 1631-13,14)",2007-07-10
259,강원특별자치도,원주시,탕류(보신용),염소탕,초록염소탕,"강원특별자치도 원주시 흥양로 78-1, 1층 (태장동)",2020-06-02
260,강원특별자치도,원주시,한식,순대,총두순대,강원특별자치도 원주시 이화6길 20 (단계동),2021-06-10
261,강원특별자치도,원주시,냉면집,보쌈,최강원주보쌈,"강원특별자치도 원주시 흥양로51번길 110, 1층 (태장동)",2023-10-19
262,강원특별자치도,원주시,한식,닭갈비,춘천우미닭갈비,"강원특별자치도 원주시 치악고교길 30-7 (관설동, 외1필지)",2009-06-03
263,강원특별자치도,원주시,한식,닭갈비,춘천호반닭갈비,"강원특별자치도 원주시 만대공원길 24-3 (무실동, 1층)",2023-10-19
264,강원특별자치도,원주시,한식,쌈밥,치악골(단관점),"강원특별자치도 원주시 치악고교길 25-3, 1층 (관설동)",2011-06-14
265,강원특별자치도,원주시,한식,칡국수,칡산에(칡山에),강원특별자치도 원주시 금불4길 25-5 (단계동),2007-12-05
266,강원특별자치도,원주시,경양식,양식,카페553원주본점,"강원특별자치도 원주시 꽃밭머리길 86-17, 1층 (행구동)",2013-10-31
267,강원특별자치도,원주시,한식,"우동, 돈까스 등","케이아이에스정보통신(주)원주(부산방향)휴게소(우동,양식,라면)",강원특별자치도 원주시 호저면 마근거리길 120 (외8필지),2023-06-16
268,강원특별자치도,원주시,한식,"족발,국수",콧등치기,강원특별자치도 원주시 남산로 110 (일산동),2011-12-05
269,강원특별자치도,원주시,한식,닭도리탕,큰곰,강원특별자치도 원주시 판부면 영원산성길 46,2014-05-21
270,강원특별자치도,원주시,한식,삼겹살,큰손생삼겹살,강원특별자치도 원주시 단구로 76-2 (단계동),2020-06-02
271,강원특별자치도,원주시,기타,회,킨쇼,"강원특별자치도 원주시 금불4길 28, 1층 (단계동)",2019-06-18
272,강원특별자치도,원주시,한식,막국수,태기산막국수,강원특별자치도 원주시 소초면 장수1로 301,2003-02-15
273,강원특별자치도,원주시,한식,돼지갈비,태능솔밭갈비,강원특별자치도 원주시 북원상가길 6 (태장동),2020-06-02
274,강원특별자치도,원주시,한식,등심,토우,"강원특별자치도 원주시 토지길 83 (단구동, 외1필지)",2007-07-10
275,강원특별자치도,원주시,한식,오리고기,통나무오리,강원특별자치도 원주시 흥업면 안밤골길 11,2020-06-02
276,강원특별자치도,원주시,횟집,송어회,평창송어,강원특별자치도 원주시 운곡로 152 (행구동),2012-07-24
277,강원특별자치도,원주시,기타,스테이크,푸실,"강원특별자치도 원주시 흥업면 자재기길 46-2, 지상1층",2018-05-15
278,강원특별자치도,원주시,횟집,송어회,한가터송어회,"강원특별자치도 원주시 한가터길 122 (반곡동, 1층)",2014-11-04
279,강원특별자치도,원주시,한식,뷔폐,한식뷔페원미,"강원특별자치도 원주시 단관길 67-30, 1층 (단구동)",2013-10-31
280,강원특별자치도,원주시,한식,백반,함지박무실점,강원특별자치도 원주시 봉바위길 3-1 (무실동),2018-05-15
281,강원특별자치도,원주시,한식,보쌈,항아리보쌈돌돌이김치혁신점,"강원특별자치도 원주시 혁신로 61, 2층 (반곡동, 203,204호)",2021-06-10
282,강원특별자치도,원주시,한식,해물탕,해송,"강원특별자치도 원주시 판부면 내도매길 96, 1층",2013-05-01
283,강원특별자치도,원주시,한식,"해물탕, 해물찜",해아름,"강원특별자치도 원주시 남원로442번길 1, 1층 (단구동)",2022-06-24
284,강원특별자치도,원주시,식육(숯불구이),우동,행복한우동가게단계점,"강원특별자치도 원주시 천사로 12, 101,102호 (단계동)",2020-06-02
285,강원특별자치도,원주시,한식,막국수,향교막국수,"강원특별자치도 원주시 명륜로 10, A동 1층 (명륜동)",2019-06-18
286,강원특별자치도,원주시,한식," 소,돼지갈비",현대숯불갈비,강원특별자치도 원주시 장미공원길 43-4 (단계동),1999-08-03
287,강원특별자치도,원주시,한식,곰탕,형제곰탕,강원특별자치도 원주시 천사로 14-2 (단계동),2008-11-18
288,강원특별자치도,원주시,경양식,"소갈비살, 소고기",홍석정원,"강원특별자치도 원주시 북원로 2235-12, 2층 (단계동)",2023-06-16
289,강원특별자치도,원주시,한식,한우구이,황금목장,"강원특별자치도 원주시 영랑길 22, 2층 (행구동)",2015-05-22
290,강원특별자치도,원주시,한식,순두부,황토우렁쌈밥전문점,강원특별자치도 원주시 흥업면 사제로 50-3,2008-06-23
291,강원특별자치도,원주시,한식,닭갈비,효춘천닭갈비(무실점),"강원특별자치도 원주시 만대공원길 5, 지상1층 (무실동)",2022-11-24
292,강원특별자치도,원주시,한식,닭갈비,효춘천닭갈비(태장점),강원특별자치도 원주시 흥양로51번길 9 (태장동),2022-06-24
293,강원특별자치도,원주시,한식,닭갈비,효춘천닭갈비본점,"강원특별자치도 원주시 바우골길 12, 1층 (단계동)",2020-06-02
294,강원특별자치도,원주시,한식,돼지고기,흑돼지삼백식당원주본점,"강원특별자치도 원주시 양지로 10, 2층 (반곡동, 201,202,203호)",2023-06-16
295,강원특별자치도,원주시,횟집,송어회,흥양송어횟집,"강원특별자치도 원주시 소초면 치악로 2382, 지상1층",2017-06-01
296,강원특별자치도,원주시,한식,묵,흥업묵집,강원특별자치도 원주시 흥업면 남원로 29-3,2009-06-03
297,강원특별자치도,강릉,한식,"불고기, 막국수",우석정,강원특별자치도 강릉시 강동면 시동서당길 113,2018-10-02
298,강원특별자치도,강릉,식육,식육(숯불구이),허허사랑,강원특별자치도 강릉시 위촌길 29 (홍제동),2012-11-26
299,강원특별자치도,강릉,식육,오리전골,본터웰빙산채오리,강원특별자치도 강릉시 범일로 457 (내곡동),2011-05-17
300,강원특별자치도,강릉,일식,"모듬회, 매운탕",머구리횟집,강원특별자치도 강릉시 창해로 19 (견소동),2008-04-23
301,강원특별자치도,강릉,한식,국밥,강릉뚝배기,강원특별자치도 강릉시 남부로 5 (내곡동),2014-06-18
302,강원특별자치도,강릉,일식,"모듬회, 매운탕",강문어화횟집,강원특별자치도 강릉시 창해로 348 (강문동),2009-04-23
303,강원특별자치도,강릉,한식,죽,본죽포남점,강원특별자치도 강릉시 하평길 28 (포남동),2019-12-18
304,강원특별자치도,강릉,한식,염소탕,만억정흑염소,"강원특별자치도 강릉시 솔올로 65, 2층 (교동)",2018-10-02
305,강원특별자치도,강릉,한식,죽,본죽유천점,"강원특별자치도 강릉시 선수촌로63번길 18-15, 푸르벨라 2차 1층 101호 (홍제동)",2019-12-18
306,강원특별자치도,강릉,한식,"국밥, 비빔밥류",KIS정보통신(주)강릉(강릉방향)휴게소놀부부대찌개,강원특별자치도 강릉시 성산면 영동고속도로 232,2016-08-16
307,강원특별자치도,강릉,양식,"스파케티,돈가스",포모도로,강원특별자치도 강릉시 궁골길 2 (회산동),2007-11-23
308,강원특별자치도,강릉,식육,한우구이,강원한우프라자,강원특별자치도 강릉시 교동광장로 11 (유천동),2014-06-18
309,강원특별자치도,강릉,한식,"닭갈비, 막국수",춘천수미닭갈비,강원특별자치도 강릉시 월대산로 60 (입암동),2013-11-13
310,강원특별자치도,강릉,일식,"모듬회, 매운탕",해송횟집,강원특별자치도 강릉시 창해로14번길 16 (견소동),2007-11-23
311,강원특별자치도,강릉,식육,돼지야채불고기,장군시오야끼포남직영점,강원특별자치도 강릉시 하평길 20 (포남동),2009-04-23
312,강원특별자치도,강릉,일식,참치요리,신라이사부독도참치,강원특별자치도 강릉시 솔올로 67 (교동),2013-07-05
313,강원특별자치도,강릉,일식,모듬회,건도리,강원특별자치도 강릉시 창해로 427 (강문동),2017-09-29
314,강원특별자치도,강릉,한식,한정식,동해관,강원특별자치도 강릉시 율곡로 3020 (교동),2013-11-13
315,강원특별자치도,강릉,경양식,"돈까스, 스파게티",툴스돈카츠강릉점,강원특별자치도 강릉시 율곡초교길43번길 13-1 (교동),2018-10-02
316,강원특별자치도,강릉,한식,한정식,고궁한정식,강원특별자치도 강릉시 중앙시장3길 15-3 (성남동),2017-09-29
317,강원특별자치도,강릉,일식,회(코스요리),기사문&강릉락강정,강원특별자치도 강릉시 정원로 78-22 (교동),2011-05-17
318,강원특별자치도,강릉,한식,"해계탕, 해물탕, 물회",해계머니,강원특별자치도 강릉시 옥천로 77 (교동),2015-11-17
319,강원특별자치도,강릉,한식,"꼬막비빔밥, 물회",연화마을,강원특별자치도 강릉시 강동면 풍호길 100-1,2016-04-26
320,강원특별자치도,강릉,일식,물회,진보양푼이물회,강원특별자치도 강릉시 사천면 진리해변길 67,2017-09-29
321,강원특별자치도,강릉,일식,"활어회, 매운탕",경포한미회대게,"강원특별자치도 강릉시 창해로 491, 1층 3호 (강문동)",1997-07-07
322,강원특별자치도,강릉,한식,막장전골,까막장이야기,강원특별자치도 강릉시 저동길 165 (저동),2016-12-28
323,강원특별자치도,강릉,일식,물회,강릉경포물회,강원특별자치도 강릉시 해안로 609 (안현동),2017-09-29
324,강원특별자치도,강릉,한식,전복삼계탕,김윤미전복삼계탕,강원특별자치도 강릉시 팔송길 6 (송정동),2010-04-20
325,강원특별자치도,강릉,식육,"갈비구이, 비빔밥",교동숯불갈비,강원특별자치도 강릉시 원대로 149 (교동),2017-07-13
326,강원특별자치도,강릉,식육,한우구이,명품횡성한우고집,강원특별자치도 강릉시 율곡초교길11번길 15 (교동),2017-09-29
327,강원특별자치도,강릉,식육,"흑염소탕,전골",동궁염소탕,강원특별자치도 강릉시 강릉대로419번길 17 (포남동),1997-07-07
328,강원특별자치도,강릉,일식,"생선회, 매운탕",사천포구,강원특별자치도 강릉시 사천면 진리항구길 35,2017-07-13
329,강원특별자치도,강릉,한식,"감자옹심이, 칼국수",감자바우식당,"강원특별자치도 강릉시 금성로35번길 4, 2층 (성남동)",2017-04-11
330,강원특별자치도,강릉,한식,"두부, 막국수",정은숙초당순두부(초당면옥),강원특별자치도 강릉시 난설헌로 200 (초당동),2008-04-23
331,강원특별자치도,강릉,식육,"월남쌈, 샤브샤브",쌈촌구이&샤브강릉점,강원특별자치도 강릉시 솔올로5번길 40-3 (교동),2012-06-12
332,강원특별자치도,강릉,한식,막국수,신리면옥강릉점,강원특별자치도 강릉시 하슬라로177번길 7 (교동),2014-12-01
333,강원특별자치도,강릉,식육,"장어구이, 양갈비",반구정참숯민물장어,강원특별자치도 강릉시 명륜로121번길 10 (포남동),2015-11-17
334,강원특별자치도,강릉,일식,"모듬회, 섭국",바다마을횟집,강원특별자치도 강릉시 강동면 정동등명길 23,2014-12-01
335,강원특별자치도,강릉,한식,"청국장,순두부,짬뽕순두부",동화가든원조짬순,강원특별자치도 강릉시 초당순두부길77번길 15 (초당동),1997-07-07
336,강원특별자치도,강릉,분식,"막국수,수육",딸부자막국수,강원특별자치도 강릉시 강동면 대동안길 17,1997-07-07
337,강원특별자치도,강릉,분식,"막국수,소머리국밥",노래곡막국수,강원특별자치도 강릉시 남부로 54-6 (내곡동),2005-10-21
338,강원특별자치도,강릉,분식,"막국수,수육",교항면옥,강원특별자치도 강릉시 주문진읍 연주로 263,2006-05-02
339,강원특별자치도,강릉,분식,"막국수,수육",연곡면옥,강원특별자치도 강릉시 연곡면 남평길 17,2007-07-20
340,강원특별자치도,강릉,일식,"모듬회, 매운탕",윌횟집,"강원특별자치도 강릉시 창해로 419 (강문동,외1필지)",2009-04-23
341,강원특별자치도,강릉,한식,"비빔밥,갈비탕,중식",강릉아산푸드코트,강원특별자치도 강릉시 사천면 방동길 38-1,2010-04-20
342,강원특별자치도,강릉,일식,"모듬회,물회",사천항주문진물회,강원특별자치도 강릉시 사천면 진리항구길 49,2010-04-20
343,강원특별자치도,강릉,한식,순대국,숲속집,강원특별자치도 강릉시 성산면 칠봉로 15-7,2011-05-19
344,강원특별자치도,강릉,식육,"왕갈비, 냉면",강남촌,강원특별자치도 강릉시 임영로 3 (노암동),2012-11-26
345,강원특별자치도,강릉,분식,"장칼국수, 두루치기",회산장칼국수,강원특별자치도 강릉시 토성로 65 (홍제동),2013-04-18
346,강원특별자치도,강릉,분식,막국수,이가네면옥,강원특별자치도 강릉시 하슬라로177번길 14 (교동),2014-12-01
347,강원특별자치도,강릉,분식,막국수,남산막국수,"강원특별자치도 강릉시 강변로 226, 1층 (노암동)",2015-04-27
348,강원특별자치도,강릉,한식,순두부정식,농촌순두부,강원특별자치도 강릉시 초당순두부길 108 (강문동),2015-04-27
349,강원특별자치도,강릉,한식,백반,산두꺼비식당,강원특별자치도 강릉시 남구길18번길 36 (포남동),2015-04-27
350,강원특별자치도,강릉,한식,월남쌈샤브,샤브향,강원특별자치도 강릉시 솔올로5번길 40-1 (교동),2015-11-17
351,강원특별자치도,강릉,한식,연잎정식,솔담,강원특별자치도 강릉시 저동골길 10 (저동),2015-04-27
352,강원특별자치도,강릉,한식,오리능이백숙,오채연,강원특별자치도 강릉시 성산면 칠봉로 26-45,2015-04-27
353,강원특별자치도,강릉,식육,소고기 모둠구이,이주환전통한우,강원특별자치도 강릉시 성산면 사임당로107번길 89,2015-11-17
354,강원특별자치도,강릉,한식,"산채정식,산채비빔밥",점봉산산채산나물천국,강원특별자치도 강릉시 난설헌로 168 (초당동),2015-04-27
355,강원특별자치도,강릉,한식,"짬뽕순두부,맷돌정식",초당맷돌순두부,강원특별자치도 강릉시 초당순두부길 75 (초당동),2015-11-17
356,강원특별자치도,강릉,분식,막국수,삼교리동치미막국수본점,강원특별자치도 강릉시 구정면 범일로 364,2016-08-16
357,강원특별자치도,강릉,식육,소고기구이,위촌리전통한우,강원특별자치도 강릉시 성산면 소목길 203-10,2016-04-26
358,강원특별자치도,강릉,식육,"고기구이, 갈비탕",유광회관1호점,강원특별자치도 강릉시 남부로212번길 13 (노암동),2016-04-26
359,강원특별자치도,강릉,한식,모듬회,강문가,"강원특별자치도 강릉시 경포로463번길 29, 1층 (안현동)",2017-04-11
360,강원특별자치도,강릉,한식,"수육, 냉면, 설렁탕",뚱보냉면,강원특별자치도 강릉시 토성로 156-2 (임당동),2017-07-13
361,강원특별자치도,강릉,한식,"감자옹심이, 감자적",만선감자옹심이,강원특별자치도 강릉시 공항길 46 (병산동),2017-04-11
362,강원특별자치도,강릉,일식,메밀국수(소바),오무라안,강원특별자치도 강릉시 성덕포남로188번길 27 (포남동),2017-09-29
363,강원특별자치도,강릉,한식,생선찜,원인숙고성생선찜,강원특별자치도 강릉시 성덕포남로 56 (입암동),2017-04-11
364,강원특별자치도,강릉,한식,육개장,육반장,강원특별자치도 강릉시 토성로 169 (임당동),2017-09-29
365,강원특별자치도,강릉,중식,"자장면, 탕수육",진마루차이나,강원특별자치도 강릉시 연곡면 영진3길 4,2017-09-29
366,강원특별자치도,강릉,한식,순두부,초당할머니순두부,강원특별자치도 강릉시 초당순두부길 77 (초당동),2017-09-29
367,강원특별자치도,강릉,양식,"스테이크, 파스타",미니크테이블,"강원특별자치도 강릉시 선수촌로63번길 34-8, 1층(홍제동)",2023-03-06
368,강원특별자치도,강릉,식육,한우,강릉한우타운,강원특별자치도 강릉시 창해로 283 (강문동),2023-03-06
369,강원특별자치도,강릉,한식,미역국,강릉한정식 하서주미역,"강원특별자치도 강릉시 난설헌로 73, 1층 (포남동)",2023-03-06
370,강원특별자치도,강릉,한식,물닭갈비,곱창전골명가도계물닭갈비,강원특별자치도 강릉시 성산면 구산길 92,2023-03-06
371,강원특별자치도,강릉,양식,"스테이크, 파스타",루웰스테이크하우스,"강원특별자치도 강릉시 난설헌로78번길 51, 1층 (포남동)",2023-03-06
372,강원특별자치도,강릉,한식,해물찜,해우정맛집,강원특별자치도 강릉시 선수촌로63번길 18-9 (홍제동),2023-03-06
373,강원특별자치도,강릉,식육,한우,강릉한우금송아지,강원특별자치도 강릉시 강릉대로359번길 5-15 (포남동),2023-03-06
374,강원특별자치도,강릉,한식,전복죽,선채향,강원특별자치도 강릉시 경강로2095번길 17 (임당동),2023-12-05
375,강원특별자치도,강릉,한식,막국수,예향막국수,강원특별자치도 강릉시 공항길 12 (병산동),2023-12-05
376,강원특별자치도,강릉,한식,설렁탕,"KIS정보통신(주)강릉(인천방향)휴게소 제순식당,인생설렁탕",강원특별자치도 강릉시 성산면 영동고속도로 231,2023-12-05
377,강원특별자치도,동해시,한식,"영양돌솥밥,간장게장,한우,   삼겹살",근정가든,강원특별자치도 동해시 부곡1길 2 (부곡동),2011-11-01
378,강원특별자치도,동해시,냉면집,"평양냉면, 함흥냉면 등",냉면권가(冷麵權家),"강원특별자치도 동해시 중앙로 236, 나동 1층 (천곡동)",2022-11-01
379,강원특별자치도,동해시,한식,부대찌개,놀부부대찌개&철판구이,"강원특별자치도 동해시 한섬로 111-7, 110호 (천곡동)",2022-11-01
380,강원특별자치도,동해시,한식,"냉면, 콩나물국밥 등",대관령칡냉면,강원특별자치도 동해시 감추1길 3 (천곡동),2022-11-01
381,강원특별자치도,동해시,한식,닭갈비,동해닭갈비 천곡점,"강원특별자치도 동해시 한섬로 126-2, 1층 105호 (천곡동)",2017-11-01
382,강원특별자치도,동해시,횟집,"모듬회,물회,회덮밥",동해횟집,"강원특별자치도 동해시 촛대바위길 22, 1,2층 (추암동)",2019-11-01
383,강원특별자치도,동해시,식육(숯불구이),"꽃갈비살,꽃등심,안창살",뜰애,강원특별자치도 동해시 평원6길 12 (평릉동),2018-11-01
384,강원특별자치도,동해시,식육(숯불구이),돼지갈비,명륜진사갈비동해평릉점,"강원특별자치도 동해시 평릉길 32, 1층 109,110호 (평릉동)",2021-11-01
385,강원특별자치도,동해시,경양식,"피자,파스타,리조또",보나베띠동해점,"강원특별자치도 동해시 평릉길 1, 가동 본관1층 (천곡동)",2012-11-15
386,강원특별자치도,동해시,한식,"오리로스구이, 오리주물럭",본가오리,"강원특별자치도 동해시 중앙로 236, 가동 2층 (천곡동)",2023-11-01
387,강원특별자치도,동해시,식육(숯불구이),"꽃등심,갈비살,사랑채정식",사랑채,"강원특별자치도 동해시 평릉길 52-2, 1층 (평릉동)",2015-11-02
388,강원특별자치도,동해시,식육(숯불구이),"돼지갈비,곱창전골",삼송갈비,강원특별자치도 동해시 송정로 39 (송정동),2004-11-30
389,강원특별자치도,동해시,횟집,"모듬회,회덮밥,물회 등",선창회집,강원특별자치도 동해시 일출로 233 (어달동),2013-11-01
390,강원특별자치도,동해시,횟집,"생선회,전복물회,매운탕",수중횟집,"강원특별자치도 동해시 감추6길 34, 2층 (천곡동)",2009-05-29
391,강원특별자치도,동해시,일식,"스시,초밥,회덮밥",스시가쿠,"강원특별자치도 동해시 효자남길 28-1, 1층 (동회동)",2018-11-01
392,강원특별자치도,동해시,식육(숯불구이),"삼겹살,목살,차돌박이",연이네왕소금구이,"강원특별자치도 동해시 효자남길 29-8, 2층 (쇄운동)",2017-11-01
393,강원특별자치도,동해시,일식,"회정식,모듬회,고래고기",영빈관,강원특별자치도 동해시 한섬로 135-3 (천곡동),2002-04-30
394,강원특별자치도,동해시,경양식,햄버거 스테이크 등,잉걸,"강원특별자치도 동해시 동해대로 6270-18, 108호 (망상동)",2022-11-01
395,강원특별자치도,동해시,한식,대게,주식회사 동해러시아대게마을,"강원특별자치도 동해시 추암택지길 2, 2층 (추암동)",2020-11-02
396,강원특별자치도,동해시,한식,"해물찜,해물탕",천곡해물탕,강원특별자치도 동해시 한섬로 111-1 (천곡동),2017-11-01
397,강원특별자치도,동해시,냉면집,"막국수,만두국",천수막국수,"강원특별자치도 동해시 감추1길 40, 1층 (천곡동)",2023-11-01
