"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","전문인력총수","자본금","시설장비","타기관이전여부",
"149","지하수시공업체","09_29_01_P","4291000","C005809221382511000","2009-04-21","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 정선군 정선읍 북실리 703-8","강원특별자치도 정선군 정선읍 정선로 1230","26132","신성엔지니어링","2022-12-29 09:59:51","I","2023-06-13 00:00:00","","346174.36188132","432043.11183226","2","30020000","","0",
"150","지하수시공업체","09_29_01_P","4291000","C001449130001563L00","2009-06-19","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 정선군 정선읍 애산리 518-1","강원특별자치도 정선군 정선읍 녹송로 1","","수도건설(합)","2020-09-18 17:02:06","I","2023-06-13 00:00:00","","348099.072542821","431923.165166751","2","448527008","POWER 6500D-","0",
"151","지하수시공업체","09_29_01_P","4301000","C002847110014763L00","2021-02-10","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 273-18","강원특별자치도 철원군 갈말읍 텃골2길 13, 2층","","주식회사 그린지하수","2025-10-23 10:17:51","I","2025-10-25 00:20:02","","232447.433100562","520888.514701054","2","1000000000","","0",
"152","지하수시공업체","09_29_01_P","4301000","C008806231024811000","2025-10-20","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 철원군 갈말읍 호국로 4466","24046","태봉지하수","2025-10-20 14:51:42","I","2025-10-23 00:20:17","","225855.201898705","513404.417562357","2","34600000","천공기(SH-1600/임대계약1년/건설기계등록O)","0",
"153","지하수시공업체","09_29_01_P","4301000","C001101118455473L00","2024-12-26","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 철원군 동송읍 이평리 639","강원특별자치도 철원군 동송읍 이평3로 154-30, 사무소 2층 01호","24016","주식회사 엠포레스트","2024-12-26 09:50:52","I","2024-12-28 00:11:27","","219575.076614838","522849.934317613","2","150000000","","1",
"154","지하수시공업체","09_29_01_P","4301000","C006841500229000000","2007-11-01","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 철원군 갈말읍 호국로 4466","","청정지하수개발","2024-12-04 13:26:25","I","2024-12-06 00:11:59","","","","2","30000000","천공기","0",
"155","지하수시공업체","09_29_01_P","4301000","C005705201029831000","2016-03-10","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 철원군 동송읍 이평리 671-19","강원특별자치도 철원군 동송읍 오지3길 11","24025","경인지하수개발","2024-12-10 13:49:11","I","2024-12-12 00:11:51","","219304.276194084","523081.119603061","2","42900000","","0",
"156","지하수시공업체","09_29_01_P","4311000","C002212764006000000","2001-06-28","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 화천군 화천읍 상리 569-1","강원특별자치도 화천군 상서면 장촌리길 81-4","","정지하수","2018-11-27 09:32:14","I","2023-06-13 00:00:00","","","","3","31000000","","0",
"157","지하수시공업체","09_29_01_P","4311000","C00610813000","2022-03-29","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 화천군 화천읍 상승로8길 25-18","24116","낭천지하수","2024-09-12 09:51:36","U","2024-09-14 02:40:00","","","","2","30000000","","0",
"158","지하수시공업체","09_29_01_P","4311000","C002603700573000000","2019-07-15","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 화천군 간동면 오음리 660-4","강원특별자치도 화천군 간동면 간척월명로 477-10","24137","대동지하수개발","2024-11-01 14:28:03","U","2024-11-03 02:40:00","","271691.880628018","506126.885560525","2","30100000","","0",
"159","지하수시공업체","09_29_01_P","4311000","C001113892195000000","2020-03-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 화천군 화천읍 대이리 338-4","강원특별자치도 화천군 화천읍 평화로 325","24132","청수지하수개발공사","2021-02-23 14:10:05","I","2023-06-13 00:00:00","","264774.048891466","509655.67141486","2","600000000","천공기","0",
"160","지하수시공업체","09_29_01_P","4311000","C005206181241126000","2015-08-28","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 화천군 화천읍 상승로 68, 세운모터공구 1층 101호","","하늘지하수","2021-03-24 17:40:37","I","2023-06-13 00:00:00","","","","2","30000000","","0",
"161","지하수시공업체","09_29_01_P","4311000","C001272056938000000","2002-04-02","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 철원군 동송읍 오지리 727-3","","","철원지하수","2022-09-26 14:23:01","I","2023-06-13 00:00:00","","220478.745696149","519844.273729745","2","30225000","","0",
"162","지하수시공업체","09_29_01_P","4311000","C001441110005721L00","2008-12-23","","01","영업/정상","1","영업","","","","","","","","","제주특별자치도 제주시 연삼로 215 (오라일동)","","(주)동서","2017-04-17 15:16:08","I","2023-06-13 00:00:00","","154911.039947392","-295.249643842837","2","95000000","천공기 JEH-0325","0",
"163","지하수시공업체","09_29_01_P","4311000","C003513600381000000","2017-07-25","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 화천군 화천읍 중리 191-21","강원특별자치도 화천군 화천읍 산수화로5길 11","24118","수정샘물","2021-05-28 10:21:17","I","2023-06-13 00:00:00","","262045.514376631","512104.866387094","2","31000000","","0",
"164","지하수시공업체","09_29_01_P","4321000","C006907201338825000","2016-03-29","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 양구군 동면 숨골로 15","24510","청정지하수","2016-03-29 15:40:31","I","2023-06-13 00:00:00","","291590.457830754","518937.738410954","2","41633888","천공기","0",
"165","지하수시공업체","09_29_01_P","4321000","C001401130004559L00","2008-03-14","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 227-6","강원특별자치도 양구군 양구읍 중앙길 32","","합자회사 지상건설","2010-02-10 09:40:00","I","2023-06-13 00:00:00","","286683.41679599","511930.82101561","2","250000000","착정기(Mini T-4) 1eo","0",
"166","지하수시공업체","09_29_01_P","4321000","C006311031338715000","2005-07-05","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 국토정중앙면 창리 169 1통1반","","","양구지하수개발","2009-02-16 16:02:39","I","2023-06-13 00:00:00","","","","2","30000000","","0",
"167","지하수시공업체","09_29_01_P","4321000","C001442110001371L00","2002-04-03","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 양구읍 하리 95-105","","","여명개발㈜","2008-02-29 11:08:03","I","2023-06-13 00:00:00","","286497.013168925","512376.427148354","2","202000000","1. 시추기 1","0",
"168","지하수시공업체","09_29_01_P","4321000","C001442130000478L00","2002-02-04","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 256-3","강원특별자치도 양구군 양구읍 중심로 154","","(합)엘지종합개발","2021-03-05 10:49:11","I","2023-06-13 00:00:00","","286870.747719731","511728.775380229","2","60000000","1. 시추기 1
2. 공기압축기 1","0",
"169","지하수시공업체","09_29_01_P","4321000","C00561127000","2021-02-02","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 양구군 양구읍 학안로 97-6","24518","엘지지하수개발","2021-03-05 11:09:08","I","2023-06-13 00:00:00","","285966.923359147","507856.033407181","2","20000000","시추장비 1대,
5톤트럭 1대,
3.5톤트럭 1대","0",
"170","지하수시공업체","09_29_01_P","4321000","C002211177607000000","2008-03-03","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 국토정중앙면 용하리 333-1","강원특별자치도 양구군 국토정중앙면 정중앙로663번길 25","","강원지하수개발","2018-01-29 15:33:37","I","2023-06-13 00:00:00","","290598.671245308","512764.308765345","3","39640000","","0",
"171","지하수시공업체","09_29_01_P","4321000","C002211326679000000","2014-07-31","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 383-5","강원특별자치도 양구군 양구읍 비봉로 18","","중앙개발","2014-07-31 10:46:15","I","2023-06-13 00:00:00","","286509.213666667","511666.728333334","2","31027648","","0",
"172","지하수시공업체","09_29_01_P","4321000","C002201110029504L00","2017-03-17","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 강릉시 남구길18번길 36 (포남동)","25546","주식회사 세상","2017-06-21 14:17:15","I","2023-06-13 00:00:00","","368119.685011412","475537.056518973","5","700000000","","0",
"173","지하수시공업체","09_29_01_P","4321000","C006691200796000000","2018-01-29","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 국토정중앙면 용하리 333-1","강원특별자치도 양구군 국토정중앙면 정중앙로663번길 25","24554","강원지하수개발","2018-01-29 15:59:16","I","2023-06-13 00:00:00","","290598.671245308","512764.308765345","2","196223280","시추기 SUPER 4000MD, 시추기 YJ 4000","0",
"174","지하수시공업체","09_29_01_P","4321000","C001050395841000000","1998-02-17","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 양구읍 군량리 411-1","강원특별자치도 양구군 양구읍 중심로 204","24524","맑은물지하수개발","2023-04-19 16:11:54","I","2023-06-13 00:00:00","","284222.803712372","517500.293605791","2","64710000","","0",
"175","지하수시공업체","09_29_01_P","4321000","C002210936637000000","2020-03-09","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양구군 국토정중앙면 가오작리 376-2","강원특별자치도 양구군 국토정중앙면 남동로 257-36","24552","양구수자원(우리건기)","2020-03-09 12:58:16","I","2023-06-13 00:00:00","","291317.561452864","516934.499652456","2","168000000","천공기(YJ600W) 강원 22고 5220
굴착기(DX55MT ACE) 강원 02로 8771
4.5T 트럭 강원 93우 8062","0",
"176","지하수시공업체","09_29_01_P","4331000","C001443140000739L00","2019-05-07","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 서화면 서화리 796-14","강원특별자치도 인제군 서화면 금강로 1667-10","24600","(유)인제지하수개발","2019-05-07 13:09:06","I","2023-06-13 00:00:00","","305584.4355638","527432.711987945","2","50000000","- 천공기(GC-0330) 1대
   등록번호 :  강원22고1201","0",
"177","지하수시공업체","09_29_01_P","4331000","C001358110332262L00","2021-02-01","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 기린면 현리 685-1","","","엘에스디기술(주)","2022-01-27 11:17:14","I","2023-06-13 00:00:00","","315638.755899564","495383.639159302","2","50000000","","0",
"178","지하수시공업체","09_29_01_P","4331000","C002143140002855L00","2010-05-25","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 서화면 천도리 572-2","","","(유)샘터정","2013-05-09 16:04:22","I","2023-06-13 00:00:00","","305910.051307703","525238.417707847","2","50000000","착정기 1대(TBM-1500)","1",
"179","지하수시공업체","09_29_01_P","4331000","C001443140000490L00","2013-06-03","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 서화면 572-2","강원특별자치도 인제군 서화면 천도로126번길 9-11","","유한회사 만수","2016-02-11 11:07:23","I","2023-06-13 00:00:00","","305910.051307703","525238.417707847","2","50000000","","0",
"180","지하수시공업체","09_29_01_P","4331000","C001101113163922L00","2013-07-04","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 북면 원통리 1658-1","강원특별자치도 인제군 북면 원통로348번길 9","24615","주식회사 강동건설","2024-03-27 14:48:08","U","2024-03-29 02:40:00","","306994.345756603","514752.40908388","2","700000000","","0",
"181","지하수시공업체","09_29_01_P","4331000","C001443110008523L00","2015-01-23","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 인제군 서화면 천도로126번길 9-11","","주식회사 맘모스","2019-06-20 19:54:19","I","2023-06-13 00:00:00","","","","2","50000000","","0",
"182","지하수시공업체","09_29_01_P","4331000","C001544110002357L00","2006-03-18","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 북면 원통리 1660-2","강원특별자치도 인제군 북면 원통로360번길 3-6","","성일건설㈜","2015-02-25 09:22:52","I","2023-06-13 00:00:00","","307089.207014253","514856.210166749","2","1005000000","","1",
"183","지하수시공업체","09_29_01_P","4331000","C001443110001725L00","2001-02-12","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 서화면 서화리 808-1","강원특별자치도 인제군 서화면 금강로 1666","","금천개발 주식회사","2020-05-18 18:35:50","I","2023-06-13 00:00:00","","305681.005243216","527395.681175277","2","100000000","1. 시추기(MX7000)
2. 시추기(MX4000)","0",
"184","지하수시공업체","09_29_01_P","4331000","C002201110029504L00","2019-04-25","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 북면 원통리 748-1 주식회사 고려개발","강원특별자치도 인제군 북면 원통로 123, 주식회사 고려개발","","주식회사 세상","2023-11-09 20:55:40","U","2023-11-11 02:40:00","","305178.553255406","513580.015765244","5","1200000000","","0",
"185","지하수시공업체","09_29_01_P","4331000","C00590228000","2021-04-05","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 인제읍 합강리 136-6","강원특별자치도 인제군 인제읍 설악로 2410","24626","광천지하수개발","2021-04-11 14:11:52","I","2023-06-13 00:00:00","","303495.999113472","510394.271326254","2","47628000","천공기(GC-0501) 1대","0",
"186","지하수시공업체","09_29_01_P","4331000","C006201475938000000","2023-12-05","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 인제군 북면 원통리 650-5","강원특별자치도 인제군 북면 금강로 29, A동 1층 89호","24617","청하지하수개발","2024-04-02 10:35:13","U","2024-04-04 02:40:00","","305713.994994969","513998.928061263","2","58740000","","0",
"187","지하수시공업체","09_29_01_P","4341000","C001444110012960L00","2020-04-27","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 고성군 토성면 고성대로 77-5","24768","대성철강이엔지(주)","2020-04-27 09:01:48","I","2023-06-13 00:00:00","","332066.084620773","524145.928216433","2","150000000","천공기 CY-0863 1대","0",
"188","지하수시공업체","09_29_01_P","4341000","C006301051279811000","2016-05-13","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 죽왕면 오호리 333-3","강원특별자치도 고성군 죽왕면 심층수길 21-10","","성우건설","2016-11-17 11:47:47","I","2023-06-13 00:00:00","","333348.307075423","537024.337839454","2","171406000","천공기(HD0688)","0",
"189","지하수시공업체","09_29_01_P","4341000","C001444110002531L00","2002-03-08","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 죽왕면 오호리 75","강원특별자치도 고성군 죽왕면 동해대로 5847","","성우종합건설㈜","2023-12-04 11:52:33","U","2023-12-06 02:40:00","","333321.975045362","536780.826013266","8","700000000","1. 유압식시추기 1","0",
"190","지하수시공업체","09_29_01_P","4341000","C001411110001567L00","1998-03-30","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 간성읍 신안리 162","강원특별자치도 고성군 간성읍 간성로 17-4","","고산지하수개발㈜","2016-11-17 11:49:27","I","2023-06-13 00:00:00","","328632.018467569","542744.86157474","2","100000000","1. 착정기 1
2. 공기압축기 1","0",
"191","지하수시공업체","09_29_01_P","4341000","C002270547283000000","2009-01-30","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 토성면 용촌리 406-11","강원특별자치도 고성군 토성면 동해대로 4583","","세진엔지니어링","2016-11-17 11:05:32","I","2023-06-13 00:00:00","","336880.269342362","525635.408191013","2","32010000","SD 600 1대
유압식 ROD 1대","0",
"192","지하수시공업체","09_29_01_P","4341000","C001444110002408L00","2001-10-29","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 간성읍 하리 22-4","강원특별자치도 고성군 간성읍 간성로 73","","관동개발㈜","2009-05-08 13:43:15","I","2023-06-13 00:00:00","","328108.695005461","542822.436065781","2","100000000","1. 시추기 1
2. 착정기 1
3. 공기압축기 1","0",
"193","지하수시공업체","09_29_01_P","4341000","C004807281267917000","2019-10-15","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 거진읍 자산리 66","강원특별자치도 고성군 거진읍 자산길 39","24721","청수지하수개발공사","2025-08-08 11:27:49","U","2025-08-10 02:40:00","","326006.086665387","549387.749375472","2","30000000","","1",
"194","지하수시공업체","09_29_01_P","4351000","C001445110002480L00","2002-02-08","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 손양면 송현리 234-3","","","㈜부경건설","2004-12-22 14:45:40","I","2023-06-13 00:00:00","","343386.36297186","509122.857708295","4","200000000","1. 시추기 1
2. 공기압축기 1","0",
"195","지하수시공업체","09_29_01_P","4351000","C001445110001446L00","2006-06-07","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 속초시 조양동 533-1","강원특별자치도 속초시 청대로 250-7 (조양동)","","현대지하개발(주)","2015-02-06 16:58:09","I","2023-06-13 00:00:00","","337863.594012789","521904.617834266","2","610000000","","0",
"196","지하수시공업체","09_29_01_P","4351000","C001445110001416L00","1999-03-24","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 남문리 273-10","","","현대지하개발㈜","2022-04-29 16:15:28","I","2023-06-13 00:00:00","","342194.75593877","509002.960681371","3","310000000","1. 시추기 2","0",
"197","지하수시공업체","09_29_01_P","4351000","C001132186518000000","2001-07-26","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 연창리 157-1","","","형제지하수개발","2010-01-21 09:59:07","I","2023-06-13 00:00:00","","342651.589511624","509700.138022111","2","100000000","1. 시추기 1
2. 공기압축기 1","0",
"198","지하수시공업체","09_29_01_P","4351000","C001445130000414L00","2000-09-25","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 서문리 110","","","정우건설(합)","2004-12-22 14:49:17","I","2023-06-13 00:00:00","","341612.419767897","509022.042140529","3","200000000","1. 시추기 1","0",
"199","지하수시공업체","09_29_01_P","4351000","C001445130002353L00","2003-03-03","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 남문리 156","","","청정지하수개발 합자회사","2004-12-22 14:47:39","I","2023-06-13 00:00:00","","","","2","50000000","시추기 1대(임대) : TH300","0",
"200","지하수시공업체","09_29_01_P","4351000","C006747100062000000","2007-02-02","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 강현면 강선리 609","","","세한지하수개발","2025-09-01 16:56:05","U","2025-09-03 02:40:00","","339608.27307519","517482.099808683","2","31056000","","0",
"201","지하수시공업체","09_29_01_P","4351000","C001157110004180L00","2016-03-27","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 양양군 양양읍 거릿말길 36-1","","(주)두원종합건설","2023-11-22 09:04:23","U","2023-11-24 02:40:00","","","","9","700000000","","0",
"202","지하수시공업체","09_29_01_P","4351000","C00631116000","2016-05-01","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 남문리 273-10 1통8반","강원특별자치도 양양군 강현면 물치천로 250","25005","우성지하수개발","2024-03-15 10:10:33","U","2024-03-17 02:40:00","","342194.75593877","509002.960681371","2","375963008","","0",
"203","지하수시공업체","09_29_01_P","4351000","C008304051233218000","2016-07-26","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 강현면 중복리 369","강원특별자치도 양양군 강현면 복골길201번길 58","","강원지하수","2023-11-30 10:30:49","U","2023-12-03 02:40:00","","337139.730910505","516595.131626307","2","35840000","","0",
"204","지하수시공업체","09_29_01_P","4351000","C001450110017321L00","2023-01-17","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 양양읍 남문리 78-3 삼강의원","강원특별자치도 양양군 양양읍 양양로 75, 삼강의원 401호","25030","(주)이지이엔씨","2023-01-17 13:07:04","I","2023-06-13 00:00:00","","342187.582298586","509216.451512924","3","350000000","천공기(임차) 1대","0",
"205","지하수시공업체","09_29_01_P","4351000","C007211292255413000","2019-01-17","","01","영업/정상","1","영업","","","","","","","","","강원특별자치도 양양군 양양읍 거마천로 58-13, 1층","","이수지하수개발","2019-06-24 15:51:53","I","2023-06-13 00:00:00","","","","2","31000000","시추기 2대(임차)
 - 천공기 BCD-1350 1기
 - 천공기 LYC-6087 1기
공기압축기 1대(임차)","0",
"206","지하수시공업체","09_29_01_P","4181000","C001401110002804L00","1998-02-13","2011-07-22","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 효자동 668-9","강원특별자치도 춘천시 효자문길 1 (효자동)","","㈜민한기업","2011-07-22 14:39:11","I","2023-06-13 00:00:00","","264347.326448933","485647.630212776","5","500000000","1. 착정기 2
2. 공기압축기 1","0",
"207","지하수시공업체","09_29_01_P","4181000","C001401110008175L00","1998-01-10","2007-03-29","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 동내면 신촌리 596-1","","","㈜욱성엔지니어링","2007-04-18 08:55:47","I","2023-06-13 00:00:00","","","","4","0","1. 시추기 1
2. 공기압축기 1
3. 펌프 1
4. 착정기 1","0",
"208","지하수시공업체","09_29_01_P","4181000","C001201110167397L00","2013-12-09","2019-07-30","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 석사동 114-2","강원특별자치도 춘천시 공지로 57-11, 2층 (석사동, 석사동kt 빌딩)","","(주)지오엔지니어링","2022-08-08 15:22:21","I","2023-06-13 00:00:00","","266027.910955951","483485.142338829","2","100000000","","1",
"209","지하수시공업체","09_29_01_P","4181000","C001401110021292L00","2002-08-20","2022-01-07","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 신북읍 발산리 228","","","㈜르호봇샘물","2022-01-07 19:10:00","I","2023-06-13 00:00:00","","267436.272425586","496130.590545357","2","400000000","천공기(강원22고 1200) 소유","0",
"210","지하수시공업체","09_29_01_P","4181000","C001401110057586L00","2015-07-24","2018-12-20","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 근화동","강원특별자치도 춘천시 공지로 57-11 (근화동)","","우진이앤씨(주)","2018-12-20 16:46:14","I","2023-06-13 00:00:00","","266027.910955951","483485.142338829","3","50000000","유압식시추기 power 4000sk
-경기22고5307","0",
"211","지하수시공업체","09_29_01_P","4181000","C001401110051140L00","2016-01-26","2022-01-10","03","폐업","2","취소정지업체","","","","","","","","","강원특별자치도 춘천시 퇴계공단1길 54 (퇴계동)","24427","비에이텍주식회사","2022-01-07 18:59:12","I","2023-06-13 00:00:00","","264992.819977272","482784.159216975","2","50000000","천공기(동력장비 및 공기앞축기포함)
등록번호 : 서울22-7830","0",
"212","지하수시공업체","09_29_01_P","4181000","C002211161712000000","2008-01-28","2022-01-20","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 효자동 230","강원특별자치도 춘천시 공지로 202 (효자동)","","한일수중펌프","2022-08-08 15:16:43","I","2023-06-13 00:00:00","","265146.16122361","484667.361354682","2","115000000","한진POWER-4000D","0",
"213","지하수시공업체","09_29_01_P","4181000","C002841110171044L00","2017-07-31","2022-08-08","03","폐업","2","취소정지업체","","","","","","","","","강원특별자치도 춘천시 안마산로 213, 2층 224호 (퇴계동, 춘천퇴계타운)","","(주)수정엔지니어링","2022-08-08 15:42:50","I","2023-06-13 00:00:00","","264855.838698284","483301.263496797","2","50000000","고성능 착정기(MINI-T4)","1",
"214","지하수시공업체","09_29_01_P","4181000","C003678700737000L00","2017-09-28","2022-08-08","03","폐업","2","취소정지업체","","","","","","","","","강원특별자치도 춘천시 춘주로179번길 16 (퇴계동)","","(주)대동엔지니어링","2022-08-08 16:31:57","I","2023-06-13 00:00:00","","263834.720550587","484383.193852573","2","2000000000","0 천공기(D2366T) 1대(강원22고 1337)","0",
"215","지하수시공업체","09_29_01_P","4181000","C005705251279214000","2020-02-24","2020-09-08","03","폐업","2","취소정지업체","","","","","","","","","강원특별자치도 춘천시 동내면 동내로 262-19","24399","다호지하수","2020-09-08 17:50:25","I","2023-06-13 00:00:00","","268524.205055415","482997.598268484","2","31000000","천공기(DH-1003) : 강원22고5201
(임대기간 : 2020.02.05 ~ 2022.02.05)","0",
"216","지하수시공업체","09_29_01_P","4181000","C001401110083862L00","2020-09-04","2021-11-10","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 동해시 구미동 529","강원특별자치도 동해시 구미택지6길 18, 1층 (구미동)","25817","강원지하정보 주식회사","2023-11-15 12:56:01","U","2023-11-17 02:40:00","","388371.477719294","444102.873080361","2","50000000","","1",
"217","지하수시공업체","09_29_01_P","4181000","C001101111812571L00","2006-12-14","2012-04-23","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 조양동 37-3    한국씨티은행 5층","","","(주)대영이엔씨","2012-04-23 17:19:47","I","2023-06-13 00:00:00","","","","2","800000000","유압기(200형)
50HP 영진기공사","0",
"218","지하수시공업체","09_29_01_P","4181000","C002214303014000000","2003-01-11","2022-01-20","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 신북읍 용산리 223-1","강원특별자치도 춘천시 신북읍 저울길 47","","펑펑지하수","2022-08-08 15:15:36","I","2023-06-13 00:00:00","","262969.057712141","493543.441893639","2","37000000","시추기(SD600)","0",
"219","지하수시공업체","09_29_01_P","4181000","C001401110036192L00","2008-07-16","2012-04-16","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 석사동 114-2 KT 남춘천사옥 2층","강원특별자치도 춘천시 공지로 57-11 (석사동,KT 남춘천사옥 2층)","","(주) 지오22","2012-04-16 11:07:21","I","2023-06-13 00:00:00","","266027.910955951","483485.142338829","2","50000000","TBM-500
OP-300","0",
"220","지하수시공업체","09_29_01_P","4181000","C001401130003618L00","2009-02-24","2022-01-10","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 온의동 532","강원특별자치도 춘천시 춘주로 94(온의동)","24437","(합)청진건설","2022-01-07 19:03:52","I","2023-06-13 00:00:00","","263278.690169944","484594.764113865","2","600000000","","0",
"221","지하수시공업체","09_29_01_P","4181000","C001452110002998L00","2000-08-31","2012-04-23","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 동면 지내리 231-10","강원특별자치도 춘천시 동면 가산로 95-11","","민한엔지니어링㈜","2012-04-23 17:21:17","I","2023-06-13 00:00:00","","268594.888460885","490283.04774684","2","400000000","1. 시추기 1
2. 공기압축기 1","0",
"222","지하수시공업체","09_29_01_P","4181000","C006009211318716000","2011-04-22","2012-04-24","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 춘천시 동면 감정리 523-1 1통2반","강원특별자치도 춘천시 동면 연산골길 86","","김영구","2012-04-24 16:40:55","I","2023-06-13 00:00:00","","269294.137018979","488778.839230905","2","0","시추기(한진파워4000D)-
시추기(한진파워6000D)-
굴삭기(03w볼보)-","0",
"223","지하수시공업체","09_29_01_P","4191000","C002242205675000000","1998-03-02","2006-06-27","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 원주시 호저면 만종리 322-2","","","만종그린지하수","2009-07-28 14:04:20","I","2023-06-13 00:00:00","","280960.342174035","429246.098663328","2","56000000","1. 시추기 1","0",
"224","지하수시공업체","09_29_01_P","4191000","C001412110026984L00","2009-06-05","2015-02-10","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 원주시 태장동 1720-20","강원특별자치도 원주시 태장공단길 42-5 (태장동)","","(주)아신","2017-04-09 21:21:33","I","2023-06-13 00:00:00","","283821.463331649","434111.844468111","2","200000000","시추기(미니티퍼-900) 1대
콤프레샤(900 CFM20K) 1대","0",
"225","지하수시공업체","09_29_01_P","4191000","C002241274659000000","1998-03-23","2019-11-05","03","폐업","2","취소정지업체","","","","","","","","강원특별자치도 원주시 단계동 762-7","","","유신지하수개발","2019-11-05 10:42:29","I","2023-06-13 00:00:00","","283137.058481289","429140.796503909","2","50000000","1. 시추기 : 2대(SD600 1대, TS500 1대)","0",
